resource_geoid,category,count
36061009700,workforce development,6
36061010300,workforce development,2
36085015602,workforce development,5
36085017011,workforce development,0
36085006400,workforce development,11
36081036600,workforce development,6
36061007800,workforce development,5
36061008000,workforce development,3
36061004700,workforce development,6
36085007000,workforce development,5
36081101001,workforce development,15
36005023000,workforce development,6
36081138501,workforce development,1
36081147100,workforce development,1
36061003700,workforce development,4
36061004900,workforce development,2
36081006300,workforce development,2
36081007100,workforce development,5
36081007300,workforce development,2
36047000301,workforce development,0
36081031700,workforce development,0
36081033100,workforce development,0
36081036800,workforce development,4
36081042600,workforce development,1
36061019200,workforce development,5
36081094500,workforce development,7
36047000100,workforce development,2
36047000700,workforce development,1
36047002100,workforce development,13
36061008601,workforce development,2
36047047700,workforce development,1
36047048100,workforce development,3
36047070202,workforce development,0
36085022800,workforce development,4
36047056500,workforce development,11
36005033400,workforce development,0
36047095800,workforce development,4
36047096000,workforce development,3
36047007600,workforce development,8
36005006100,workforce development,5
36047034000,workforce development,3
36061020000,workforce development,8
36047035200,workforce development,2
36047056300,workforce development,10
36047005300,workforce development,22
36061025700,workforce development,13
36081109300,workforce development,1
36005005902,workforce development,7
36005006300,workforce development,33
36061023501,workforce development,13
36061023900,workforce development,7
36061026700,workforce development,0
36061019701,workforce development,1
36085029103,workforce development,5
36061016200,workforce development,15
36061017800,workforce development,7
36085014605,workforce development,3
36061031100,workforce development,0
36047005400,workforce development,4
36061008602,workforce development,0
36081000100,workforce development,2
36061023801,workforce development,3
36081008700,workforce development,5
36061023802,workforce development,3
36081009900,workforce development,0
36081010701,workforce development,0
36085015601,workforce development,9
36061024000,workforce development,0
36047103400,workforce development,4
36085014606,workforce development,4
36061001501,workforce development,11
36061001502,workforce development,6
36085005900,workforce development,4
36085014700,workforce development,5
36061019800,workforce development,2
36081097300,workforce development,2
36081098100,workforce development,4
36081089200,workforce development,5
36081099703,workforce development,0
36085014604,workforce development,5
36047070201,workforce development,2
36047070600,workforce development,0
36085027702,workforce development,6
36081071600,workforce development,1
36081107202,workforce development,0
36061005600,workforce development,6
36085027301,workforce development,8
36085027302,workforce development,3
36085027900,workforce development,3
36081088901,workforce development,5
36081103900,workforce development,2
36081028800,workforce development,16
36081029400,workforce development,11
36081039800,workforce development,5
36081052800,workforce development,2
36081079000,workforce development,2
36061005800,workforce development,9
36081018401,workforce development,6
36081078800,workforce development,5
36085013302,workforce development,18
36085014100,workforce development,9
36047013600,workforce development,13
36047012000,workforce development,5
36047002000,workforce development,8
36081137700,workforce development,1
36081138502,workforce development,0
36047002200,workforce development,7
36047007200,workforce development,5
36047007000,workforce development,2
36047012200,workforce development,9
36047012600,workforce development,2
36047013400,workforce development,6
36081056600,workforce development,2
36047014200,workforce development,7
36047016000,workforce development,10
36047016200,workforce development,2
36047016400,workforce development,2
36005025500,workforce development,25
36085007500,workforce development,10
36085007700,workforce development,8
36047099800,workforce development,4
36047102800,workforce development,6
36005024900,workforce development,2
36005025100,workforce development,33
36081008800,workforce development,2
36081088400,workforce development,4
36081121100,workforce development,0
36081121500,workforce development,4
36081003300,workforce development,2
36081004300,workforce development,3
36081008500,workforce development,2
36081056400,workforce development,0
36047036501,workforce development,2
36081022002,workforce development,3
36081077903,workforce development,1
36081038302,workforce development,0
36081077905,workforce development,4
36085021300,workforce development,15
36081053800,workforce development,4
36081058200,workforce development,9
36085000600,workforce development,9
36085002100,workforce development,24
36085015400,workforce development,0
36085015603,workforce development,2
36081118900,workforce development,0
36081119900,workforce development,1
36081056800,workforce development,11
36005012300,workforce development,10
36081049302,workforce development,1
36081049700,workforce development,1
36061006500,workforce development,4
36061006700,workforce development,6
36061007300,workforce development,6
36081038100,workforce development,7
36081039900,workforce development,1
36047036502,workforce development,2
36047005900,workforce development,10
36047006300,workforce development,1
36005005300,workforce development,8
36005024700,workforce development,5
36061003400,workforce development,6
36005015700,workforce development,12
36005015500,workforce development,13
36005016100,workforce development,14
36005016300,workforce development,1
36085020100,workforce development,9
36085024700,workforce development,8
36061002800,workforce development,12
36061006400,workforce development,10
36061004800,workforce development,6
36047035602,workforce development,4
36047036400,workforce development,13
36061004400,workforce development,3
36081071304,workforce development,3
36081071701,workforce development,5
36061006000,workforce development,0
36081069000,workforce development,2
36061006200,workforce development,2
36081029700,workforce development,1
36081030902,workforce development,0
36061005000,workforce development,10
36081130100,workforce development,0
36081156700,workforce development,5
36005016700,workforce development,11
36005017100,workforce development,0
36005017702,workforce development,25
36005012701,workforce development,12
36081069400,workforce development,8
36081021600,workforce development,2
36081022001,workforce development,4
36081020500,workforce development,0
36081019900,workforce development,0
36081021900,workforce development,0
36005011900,workforce development,19
36005012102,workforce development,3
36085000900,test,17
36061009800,test,5
36061010000,test,3
36061010200,test,5
36061010400,test,4
36061011300,test,8
36061011402,test,5
36061013000,test,3
36061014000,test,4
36061014801,test,1
36061018400,test,26
36061019000,test,12
36061020600,test,12
36047007800,test,14
36047008000,test,9
36061024900,test,4
36061026100,test,16
36061026300,test,25
36061026900,test,16
36061027700,test,31
36047000501,test,2
36047004100,test,4
36047005800,test,5
36047006000,test,5
36047006700,test,6
36047006900,test,6
36047007400,test,19
36047009800,test,19
36047010100,test,10
36047010200,test,13
36047010400,test,21
36047010800,test,7
36047011000,test,5
36047011400,test,8
36047012801,test,5
36047013000,test,11
36047013200,test,5
36047013300,test,5
36047013700,test,9
36047013900,test,6
36047015100,test,5
36047015300,test,3
36047015500,test,2
36047015700,test,6
36085029102,test,9
36047017000,test,5
36047017800,test,9
36047018600,test,3
36047018800,test,5
36047019000,test,10
36047019200,test,8
36047019400,test,5
36047019500,test,6
36047019600,test,8
36047019700,test,1
36047019800,test,2
36047020400,test,0
36047020800,test,1
36047021000,test,2
36047021200,test,7
36047021400,test,2
36047021900,test,5
36047022000,test,16
36047022100,test,9
36047022200,test,14
36047022700,test,14
36047023500,test,8
36047023600,test,19
36047023800,test,15
36047024000,test,12
36047024200,test,4
36047024500,test,7
36047024600,test,3
36047024700,test,17
36047024800,test,13
36047024900,test,11
36047025000,test,6
36047040600,test,3
36047025200,test,7
36047025400,test,11
36047025600,test,7
36047025800,test,8
36047026000,test,13
36047026200,test,3
36047026300,test,2
36047026400,test,8
36047026600,test,1
36047026700,test,7
36047026800,test,2
36047026900,test,16
36047027000,test,4
36047027200,test,4
36047027300,test,8
36047027400,test,2
36047027600,test,10
36047027800,test,5
36047027900,test,8
36047028400,test,6
36047028501,test,3
36047028800,test,4
36047029100,test,9
36047029300,test,9
36047029700,test,10
36047029800,test,9
36047030000,test,10
36047030500,test,10
36047030900,test,5
36047031701,test,11
36047032300,test,11
36047032900,test,6
36047033100,test,6
36047033700,test,10
36047033900,test,11
36047034100,test,3
36047034200,test,18
36047036300,test,6
36047038800,test,2
36047039600,test,3
36047039700,test,14
36047039900,test,7
36047040100,test,4
36047040400,test,1
36047040800,test,8
36047041300,test,8
36047041401,test,6
36047041500,test,7
36047041700,test,5
36047041800,test,9
36047041900,test,11
36047042000,test,6
36047042100,test,9
36047042600,test,12
36047042700,test,12
36047042800,test,12
36047042900,test,13
36047043000,test,10
36047043100,test,10
36047043200,test,10
36047043300,test,10
36047043400,test,3
36047043500,test,18
36047043600,test,4
36047043900,test,8
36047044000,test,1
36047044100,test,12
36047044200,test,1
36047044300,test,10
36047044400,test,1
36047044600,test,5
36047045200,test,0
36047045400,test,6
36047045600,test,2
36047046000,test,1
36047047000,test,8
36047047200,test,4
36047047600,test,14
36047049500,test,7
36047049900,test,2
36047050300,test,7
36047050500,test,11
36047050801,test,5
36047051001,test,7
36047051400,test,9
36047051601,test,5
36047051602,test,7
36047051700,test,6
36047051800,test,5
36047052000,test,14
36047052600,test,9
36047052800,test,8
36047053000,test,4
36047053200,test,4
36047053300,test,12
36047053400,test,5
36047053800,test,2
36047054200,test,9
36047054400,test,4
36047055000,test,9
36047055200,test,16
36047055800,test,3
36047056000,test,1
36047056200,test,1
36047056400,test,3
36047056600,test,2
36047056800,test,3
36047056900,test,8
36047057000,test,11
36047057100,test,10
36047057200,test,6
36047057300,test,4
36047057400,test,3
36047057600,test,3
36047057800,test,8
36047058000,test,5
36047058600,test,5
36047059100,test,3
36047059200,test,11
36047059401,test,10
36047059402,test,15
36047059600,test,6
36047060000,test,14
36047063200,test,0
36047063600,test,3
36047063800,test,0
36047064000,test,3
36047064600,test,2
36047064800,test,2
36047065000,test,4
36047065200,test,3
36047065400,test,0
36047065600,test,2
36047065800,test,4
36047066000,test,0
36047067000,test,0
36047067200,test,9
36047067400,test,4
36047067600,test,4
36047067800,test,3
36047068000,test,13
36047068200,test,4
36047068600,test,2
36047068800,test,4
36047069000,test,7
36047069200,test,4
36047072800,test,9
36047073400,test,3
36047073800,test,4
36047074000,test,4
36047074400,test,0
36047074600,test,8
36047074800,test,4
36047075000,test,4
36047075200,test,0
36047075400,test,1
36047075600,test,1
36047076000,test,3
36047076200,test,1
36047076400,test,5
36047076800,test,17
36047078400,test,7
36047079000,test,11
36047079200,test,8
36047079601,test,5
36047080000,test,3
36047080400,test,8
36047080600,test,9
36047081400,test,10
36047081800,test,12
36047082400,test,18
36047083200,test,1
36047083600,test,6
36047083800,test,8
36047084000,test,10
36047084600,test,0
36047084800,test,4
36047085000,test,5
36047086200,test,5
36047086400,test,8
36047086600,test,10
36047086800,test,18
36047087000,test,10
36047087800,test,7
36047089000,test,17
36047089600,test,16
36047089800,test,10
36047090200,test,17
36047091600,test,10
36047092400,test,17
36047013500,test,5
36047092800,test,7
36047093000,test,8
36047095400,test,11
36047096400,test,16
36047096600,test,6
36047096800,test,6
36047097000,test,4
36047098400,test,4
36047098600,test,7
36047099200,test,5
36047099400,test,2
36047099600,test,9
36047100400,test,1
36047100600,test,3
36047100800,test,7
36047101000,test,6
36047101400,test,2
36047101600,test,2
36047102000,test,0
36047102400,test,4
36047102600,test,2
36047111000,test,2
36047112400,test,8
36047112600,test,15
36047112800,test,20
36047113000,test,6
36047113400,test,8
36047114600,test,11
36047115000,test,4
36047115200,test,12
36047115600,test,9
36047116000,test,6
36047116200,test,6
36047116400,test,8
36047117000,test,6
36047117201,test,5
36047117202,test,15
36047119400,test,11
36005003300,test,17
36005003500,test,10
36005003800,test,3
36005004001,test,4
36005017500,test,17
36005004400,test,8
36005004800,test,8
36005006800,test,9
36005007000,test,8
36005008900,test,9
36005012101,test,13
36005012500,test,13
36005013100,test,10
36005014300,test,4
36005016200,test,3
36005016600,test,0
36005017902,test,17
36005020200,test,6
36005020400,test,7
36005020601,test,2
36005021601,test,18
36005022102,test,15
36005022300,test,24
36005023200,test,9
36005023600,test,8
36005024300,test,26
36005024600,test,1
36005025000,test,5
36005025200,test,4
36005025400,test,1
36005028700,test,7
36005028800,test,2
36005030100,test,1
36005031200,test,3
36005031400,test,0
36005033000,test,7
36005036000,test,3
36005036502,test,10
36005036800,test,7
36005037000,test,2
36005037200,test,10
36005039200,test,12
36005039400,test,16
36005039600,test,7
36005039800,test,2
36005040100,test,17
36005040303,test,17
36005040304,test,15
36005040400,test,7
36005040501,test,18
36005040502,test,23
36005040600,test,6
36005040701,test,8
36005042200,test,4
36005042300,test,15
36005042400,test,4
36005042800,test,5
36005042902,test,10
36005043000,test,2
36005043400,test,6
36005043600,test,1
36081000200,test,1
36081001000,test,3
36081001400,test,1
36081001600,test,6
36081002800,test,2
36081003100,test,2
36081003800,test,4
36081003900,test,1
36081005100,test,0
36081006502,test,2
36081007900,test,2
36081009400,test,1
36081010200,test,3
36081010400,test,4
36081010600,test,1
36081011100,test,0
36081011200,test,3
36081011300,test,3
36081011400,test,1
36081011500,test,2
36081011600,test,1
36081011700,test,2
36081011900,test,2
36081012100,test,1
36081012400,test,2
36081012601,test,1
36081012602,test,2
36081012800,test,1
36081013000,test,4
36081013600,test,2
36081014000,test,1
36081014300,test,0
36081014500,test,1
36081014700,test,1
36081014900,test,3
36081015300,test,2
36081015400,test,3
36081015600,test,2
36081015802,test,1
36081016100,test,0
36081016400,test,3
36081016600,test,2
36081016800,test,1
36081017200,test,1
36081018000,test,4
36081018501,test,1
36081018502,test,0
36081019000,test,7
36081023000,test,5
36081023200,test,6
36081024700,test,1
36081025900,test,3
36081026100,test,0
36081026600,test,5
36081026901,test,7
36081026902,test,2
36081027000,test,4
36081027100,test,1
36081027200,test,2
36081027300,test,3
36081027400,test,2
36081027500,test,0
36081027700,test,5
36081027900,test,3
36081028000,test,3
36081028100,test,1
36081028300,test,5
36081028500,test,2
36081028700,test,5
36081028900,test,1
36081030903,test,4
36081032700,test,2
36081032900,test,7
36081033700,test,2
36081033900,test,6
36081035100,test,4
36081035300,test,3
36081036100,test,5
36081036300,test,3
36081037500,test,1
36081037700,test,4
36081037900,test,3
36081038400,test,5
36081039400,test,7
36081040000,test,1
36081040200,test,0
36081040300,test,7
36081041100,test,3
36081041300,test,0
36081041500,test,10
36081043400,test,5
36081044301,test,2
36081044302,test,3
36081044602,test,2
36081049600,test,2
36081044800,test,3
36081045700,test,5
36081045900,test,0
36081046100,test,1
36081046700,test,2
36081046900,test,2
36081048100,test,1
36081048300,test,2
36081048900,test,1
36081049500,test,0
36081050201,test,2
36081050202,test,1
36081050400,test,3
36081050600,test,1
36081050800,test,2
36081051000,test,1
36081051200,test,3
36081051800,test,2
36081052000,test,3
36081052400,test,4
36081052500,test,0
36081052600,test,4
36081053000,test,3
36081053200,test,4
36081053601,test,2
36081054000,test,9
36081054200,test,3
36081054500,test,9
36081054700,test,9
36081054900,test,9
36081055100,test,3
36081055300,test,6
36081055600,test,0
36081055800,test,1
36061013400,test,9
36081058300,test,3
36081058500,test,5
36081058700,test,2
36081058900,test,3
36081059100,test,4
36081059300,test,4
36081059400,test,0
36081059600,test,2
36081059800,test,1
36081059900,test,1
36081060000,test,0
36081060600,test,3
36081060800,test,1
36081061400,test,4
36081062700,test,4
36081065702,test,0
36081065703,test,2
36081065900,test,2
36081066000,test,7
36081066100,test,0
36081066701,test,0
36081067100,test,0
36081067700,test,0
36081067900,test,1
36081069300,test,3
36081069500,test,2
36081069701,test,3
36081069702,test,6
36081071306,test,2
36081071900,test,8
36081072100,test,4
36081072900,test,2
36081073900,test,2
36081074100,test,2
36081074300,test,2
36081077904,test,7
36081077906,test,6
36081079900,test,1
36081085300,test,6
36081086100,test,2
36081087100,test,5
36081092800,test,1
36081102900,test,0
36081103300,test,0
36081105900,test,1
36081113900,test,0
36081114700,test,0
36081115700,test,1
36081116100,test,0
36081117500,test,2
36081118100,test,1
36081118500,test,0
36081118700,test,3
36081119100,test,0
36081119300,test,0
36081119500,test,2
36081120300,test,0
36081120500,test,1
36081124100,test,4
36081124700,test,0
36081129104,test,1
36081133900,test,1
36081140901,test,1
36081112900,test,1
36081140902,test,0
36081145102,test,1
36081157901,test,0
36081157902,test,2
36081157903,test,2
36081001800,test,5
36081002000,test,2
36081020400,test,2
36081003200,test,2
36081026700,test,3
36005036901,test,7
36005036902,test,15
36081047000,test,2
36005023501,test,19
36005040302,test,13
36005026702,test,23
36081048000,test,6
36005023302,test,17
36081018800,test,1
36081019200,test,3
36081017400,test,1
36081017600,test,4
36081143500,test,0
36081013800,test,2
36081028400,test,8
36081058000,test,3
36081071303,test,2
36005032800,test,10
36081077902,test,8
36081077907,test,3
36081017000,test,2
36081019400,test,5
36047097400,test,12
36047044500,test,6
36047044700,test,1
36047006600,test,8
36005051600,test,3
36047062000,test,3
36047039000,test,3
36005034000,test,6
36047004900,test,0
36047009400,test,14
36047009600,test,12
36047008200,test,15
36047008600,test,1
36047117602,test,7
36047034900,test,11
36047035100,test,25
36047064200,test,6
36047064400,test,3
36081005500,test,1
36061011900,test,1
36061012500,test,0
36081115900,test,3
36061022500,test,25
36061029300,test,28
36047020000,test,13
36047020200,test,0
36047016800,test,0
36005015800,test,8
36061003001,test,9
36005015200,test,8
36047058200,test,0
36047055400,test,11
36047055600,test,8
36047021700,test,3
36047083400,test,3
36047085400,test,6
36005022403,test,12
36061001600,test,26
36047046201,test,4
36005044800,test,3
36005034200,test,5
36005034400,test,6
36047025901,test,4
36047025902,test,1
36005022404,test,9
36081094700,test,0
36047098200,test,5
36047003000,test,1
36081140300,test,0
36081061302,test,0
36081062300,test,0
36081062500,test,5
36081074500,test,10
36081101700,test,4
36081114100,test,2
36081045000,test,0
36047040300,test,5
36081126700,test,3
36081122300,test,4
36081134100,test,4
36047036002,test,8
36047056100,test,10
36005033201,test,12
36081015200,test,1
36081020600,test,3
36047052700,test,15
36081047200,test,0
36047093200,test,4
36081059000,test,1
36081004700,test,6
36047090800,test,10
36085011402,test,3
36047111800,test,9
36047052900,test,11
36005036300,test,36
36081091900,test,1
36081092500,test,3
36047076600,test,2
36061012000,test,0
36061012800,test,7
36081045600,test,0
36005021100,test,26
36081050500,test,0
36005022800,test,13
36005027700,test,12
36005027300,test,21
36005042000,test,9
36005040800,test,13
36005021302,test,19
36047025700,test,37
36081157101,test,3
36005026701,test,13
36081063301,test,0
36081063302,test,0
36005024400,test,6
36081085500,test,4
36081086300,test,0
36081086500,test,2
36081116300,test,1
36081104700,test,2
36005022703,test,9
36005022702,test,12
36085017009,test,1
36081035700,test,10
36061015001,test,1
36005009800,test,6
36081009600,test,2
36081004500,test,1
36081005300,test,0
36047048000,test,9
36047048200,test,5
36047048400,test,10
36047117400,test,13
36047117601,test,11
36005021001,test,9
36005023800,test,5
36005022200,test,16
36047003600,test,3
36047006800,test,20
36081144700,test,3
36081005700,test,4
36081005900,test,1
36081054800,test,2
36081047300,test,1
36005030000,test,6
36081015500,test,1
36081015700,test,0
36081015900,test,0
36047119800,test,12
36061010601,test,4
36047026100,test,6
36005030200,test,9
36047110600,test,2
36047036700,test,4
36047051100,test,8
36061012100,test,7
36047016900,test,10
36047017100,test,3
36081059200,test,0
36081062200,test,3
36061022600,test,13
36047102200,test,7
36061005501,test,5
36061020800,test,5
36005007700,test,10
36005007500,test,22
36005007300,test,27
36005007900,test,30
36047035601,test,0
36047061600,test,2
36047013100,test,7
36005037504,test,20
36047053700,test,10
36005026500,test,25
36047042200,test,5
36047043800,test,5
36047150200,test,3
36005038200,test,5
36047049400,test,4
36081007500,test,0
36081007700,test,0
36081045500,test,13
36081063000,test,2
36047014100,test,5
36081030904,test,0
36081049200,test,4
36081012200,test,4
36081014400,test,1
36081015000,test,5
36047038500,test,6
36047030100,test,7
36081012000,test,3
36081014800,test,0
36005003100,test,4
36005005200,test,19
36047014900,test,7
36047014500,test,4
36047014700,test,1
36061009200,test,5
36061011401,test,0
36081146300,test,1
36047025300,test,9
36081146700,test,3
36047020600,test,1
36081100801,test,6
36061000100,test,0
36081002600,test,1
36047044800,test,1
36047045000,test,0
36047080200,test,13
36047075800,test,2
36081115100,test,2
36081117100,test,1
36081040500,test,0
36081040700,test,9
36081040900,test,2
36061013100,test,2
36047062800,test,5
36081025700,test,4
36081026300,test,3
36047037700,test,10
36081026500,test,0
36081029100,test,0
36081029300,test,1
36081051300,test,1
36005021002,test,12
36005021200,test,1
36005038800,test,1
36005039000,test,8
36005038600,test,18
36047028300,test,7
36047037300,test,9
36047037500,test,12
36005022901,test,12
36061014900,test,4
36081016900,test,1
36005004600,test,4
36047034300,test,7
36047034500,test,5
36047011200,test,13
36005031000,test,2
36005027402,test,3
36047050803,test,11
36047007100,test,6
36047012700,test,1
36047028600,test,7
36047050804,test,4
36047039400,test,1
36047041402,test,2
36047041600,test,1
36047093400,test,2
36047094600,test,3
36081048200,test,2
36047028502,test,5
36081006100,test,6
36005016000,test,2
36047072000,test,4
36047072200,test,11
36061022700,test,3
36081033000,test,11
36081083800,test,2
36061017402,test,10
36005042901,test,3
36061021500,test,12
36081046400,test,0
36081127700,test,8
36047024300,test,11
36047025100,test,5
36047026500,test,14
36081109700,test,0
36061008800,test,3
36061009000,test,8
36047018100,test,4
36081084601,test,0
36081139900,test,1
36081129102,test,3
36081074900,test,0
36005042600,test,16
36081033402,test,7
36047003700,test,5
36047003900,test,6
36047017400,test,1
36047017600,test,3
36081006501,test,0
36081144100,test,0
36047035700,test,2
36047035900,test,9
36005014100,test,23
36005018400,test,6
36005016400,test,3
36047028100,test,18
36005008700,test,15
36081051100,test,0
36081025400,test,10
36061001402,test,11
36081044601,test,4
36081046000,test,5
36081021200,test,4
36081024000,test,6
36081013700,test,0
36081006900,test,3
36081012500,test,0
36047015000,test,1
36061007000,test,11
36081009500,test,0
36081035200,test,6
36085002700,test,6
36047118201,test,4
36081041400,test,4
36081044000,test,7
36047021100,test,4
36081099701,test,0
36085031902,test,9
36081150701,test,1
36081063500,test,2
36081077908,test,3
36047050100,test,4
36047051500,test,0
36047018300,test,6
36047018700,test,6
36005008400,test,4
36005006700,test,17
36081053100,test,0
36047004300,test,6
36047004500,test,2
36047017500,test,2
36061001200,test,7
36081148300,test,7
36005020501,test,17
36061022400,test,13
36081015801,test,8
36081020800,test,1
36081024600,test,2
36081018900,test,3
36081024900,test,3
36081046200,test,2
36061007200,test,8
36061007400,test,5
36081056000,test,2
36081043900,test,1
36047036900,test,11
36081142900,test,1
36081145101,test,1
36081006201,test,1
36047050202,test,4
36005027900,test,13
36081025800,test,1
36005035800,test,22
36061011500,test,14
36047057500,test,10
36047057900,test,7
36047052300,test,9
36081103201,test,13
36081019800,test,6
36081019600,test,5
36081020200,test,0
36081043701,test,2
36081043702,test,5
36047010600,test,10
36047052500,test,12
36085014607,test,4
36047036600,test,12
36047037000,test,7
36047037401,test,10
36081098700,test,5
36005005400,test,18
36047058800,test,4
36047059000,test,3
36047060600,test,4
36081002400,test,6
36047037402,test,3
36061010602,test,2
36061011000,test,7
36061011600,test,4
36081108500,test,0
36081109900,test,3
36081113300,test,2
36085013201,test,1
36061019600,test,13
36047059800,test,2
36047062600,test,2
36047047800,test,9
36047016100,test,10
36047003500,test,5
36047017900,test,0
36047020500,test,8
36047031702,test,9
36047032100,test,11
36047038700,test,8
36047042400,test,5
36047041200,test,7
36047024400,test,12
36047046800,test,3
36081070900,test,0
36081053900,test,7
36047027500,test,8
36047027700,test,11
36047012901,test,6
36047012902,test,1
36047045300,test,7
36047048500,test,11
36047030800,test,2
36005007400,test,9
36047028200,test,5
36005008600,test,11
36047118800,test,10
36081074700,test,3
36005022101,test,16
36005014702,test,12
36005016900,test,8
36081009800,test,1
36081011000,test,4
36081070300,test,1
36081070700,test,0
36047022600,test,10
36047048900,test,4
36047049300,test,17
36061008200,test,3
36005009600,test,8
36005020100,test,13
36005007800,test,8
36047021800,test,12
36005009200,test,9
36061008603,test,2
36047079801,test,1
36047079802,test,10
36047008500,test,8
36047088000,test,7
36005039500,test,24
36081133300,test,2
36081134700,test,4
36081040400,test,3
36081061601,test,0
36081062000,test,1
36081037600,test,9
36047042300,test,12
36081001900,test,1
36081008300,test,4
36081008100,test,0
36081062400,test,0
36081062600,test,5
36081021400,test,5
36081060100,test,1
36081060300,test,2
36081049301,test,3
36061012400,test,5
36061013200,test,5
36005002300,test,6
36047028000,test,3
36081014201,test,1
36081014202,test,2
36081045200,test,0
36081045400,test,0
36081066900,test,0
36047030700,test,7
36047034700,test,10
36081085700,test,1
36081015100,test,0
36047010000,test,11
36081016300,test,3
36061025500,test,5
36005034300,test,0
36005039901,test,17
36081012301,test,0
36081013500,test,0
36081042700,test,0
36081099704,test,2
36005045600,test,4
36081122701,test,6
36081122702,test,6
36047048600,test,10
36081107201,test,3
36081025301,test,3
36081026000,test,6
36081026200,test,2
36081018700,test,2
36047038600,test,12
36047039800,test,4
36047002300,test,5
36081079701,test,4
36081084500,test,2
36081085900,test,5
36005025600,test,4
36047019100,test,4
36005021900,test,8
36061013800,test,10
36047021300,test,5
36047032500,test,11
36005021501,test,19
36081055200,test,0
36081018300,test,3
36081025100,test,3
36081025302,test,0
36005014400,test,5
36047028700,test,10
36047028900,test,12
36005026601,test,2
36005026602,test,16
36047053500,test,18
36047033000,test,7
36047032800,test,6
36047048800,test,6
36081099900,test,0
36047024100,test,8
36081010000,test,1
36081086400,test,0
36005006900,test,28
36047030600,test,2
36047033600,test,1
36047030300,test,9
36047079602,test,7
36047082000,test,14
36047082200,test,5
36047000900,test,13
36047078200,test,2
36047083000,test,3
36047031500,test,10
36047019300,test,6
36047023300,test,9
36047087600,test,5
36047022400,test,18
36005034500,test,5
36081161700,test,2
36081018101,test,1
36081018102,test,1
36081115500,test,0
36081116700,test,3
36047077600,test,10
36047078000,test,2
36047054600,test,8
36047054800,test,1
36047082600,test,8
36047082800,test,15
36047023000,test,13
36047022800,test,15
36047049600,test,15
36047049800,test,1
36047050000,test,3
36047006400,test,5
36047013800,test,12
36047006200,test,7
36047014800,test,4
36047016600,test,0
36047040000,test,8
36047041000,test,4
36047023200,test,36
36047023400,test,7
36047011600,test,3
36047021600,test,3
36047009000,test,1
36047009200,test,11
36047018000,test,4
36085031901,test,6
36081042400,test,2
36005036700,test,17
36085009602,test,7
36047051002,test,5
36047079400,test,7
36047049000,test,6
36047049200,test,7
36081055700,test,7
36047029500,test,6
36047038300,test,8
36081094202,test,4
36047039200,test,3
36047058400,test,6
36061008400,test,5
36081061000,test,1
36081061200,test,1
36005033700,test,4
36081052100,test,2
36081060701,test,0
36047019900,test,8
36005026900,test,8
36081044400,test,4
36081046800,test,3
36005012901,test,15
36005015900,test,11
36047000200,test,4
36047014000,test,4
36081093800,test,6
36047031400,test,4
36081051700,test,1
36047078800,test,14
36047020300,test,4
36081111300,test,2
36081112300,test,2
36081035800,test,8
36081064600,test,6
36081047900,test,5
36047077200,test,3
36047077000,test,7
36047020100,test,8
36081081800,test,5
36081084602,test,2
36081080301,test,1
36081080900,test,5
36061014200,test,6
36047036100,test,6
36047031100,test,11
36047031300,test,3
36047096200,test,5
36081071305,test,0
36081017800,test,2
36081084000,test,7
36047061002,test,0
36081092200,test,1
36081057900,test,0
36047060800,test,12
36047061003,test,1
36047029200,test,4
36047029400,test,1
36047058900,test,3
36081058100,test,5
36081057700,test,4
36081061301,test,2
36085013204,test,6
36081053500,test,0
36081059500,test,9
36005035900,test,9
36005036100,test,4
36047062200,test,4
36081002200,test,1
36081003000,test,3
36081010800,test,2
36081011800,test,1
36081051600,test,1
36061030900,test,22
36081099801,test,14
36081018402,test,5
36081023600,test,0
36081023800,test,0
36081043200,test,1
36081095400,test,8
36005037400,test,10
36081027600,test,2
36081027800,test,4
36081026400,test,3
36081018200,test,3
36081018600,test,4
36005027401,test,5
36047011800,test,5
36081052200,test,3
36047099000,test,4
36081053401,test,3
36081048400,test,1
36081050000,test,5
36081014100,test,0
36081055400,test,0
36005024800,test,7
36005029600,test,3
36061020901,test,13
36081032800,test,6
36081068200,test,2
36081047600,test,1
36081047800,test,3
36047050900,test,3
36081029500,test,4
36085001100,test,14
36085001700,test,3
36081029900,test,0
36081152901,test,1
36081065000,test,2
36005024502,test,12
36005026100,test,3
36005026300,test,20
36005031600,test,2
36005032400,test,6
36005032600,test,3
36047015400,test,0
36047030200,test,1
36047088400,test,14
36047030400,test,4
36047018200,test,8
36047038200,test,3
36047040200,test,6
36047045800,test,1
36085010500,test,16
36085023900,test,11
36005020000,test,16
36005028600,test,1
36005020502,test,7
36005040702,test,32
36005031800,test,2
36005035000,test,6
36005045800,test,8
36005046000,test,5
36061022900,test,19
36085002900,test,21
36085003300,test,4
36081010100,test,0
36081009700,test,0
36085013301,test,2
36085018702,test,7
36005035100,test,0
36005038000,test,12
36005033800,test,8
36047116600,test,8
36047116800,test,6
36047105801,test,4
36047042500,test,4
36047038900,test,5
36047039100,test,2
36085020804,test,3
36047087200,test,8
36047087401,test,4
36061014700,test,3
36061015100,test,11
36061013600,test,9
36047003300,test,3
36047072400,test,7
36047094402,test,2
36047110400,test,26
36047112200,test,10
36047121400,test,2
36081005200,test,3
36081005400,test,4
36047111600,test,10
36047112000,test,13
36047095600,test,10
