GEOID,category,weighted_score
36047123700,Workforce Development/Job Plus Site,5
36047123700,Workforce Development/Workforce1 Career Center,8
36047123700,NA,NA
36047150200,Center,862
36047150200,Family,995
36047150200,School,235
36047150200,Store,3049
36047150200,Workforce Development/HRA Job Center,10
36047150200,Workforce Development/Job Plus Site,4
36047150200,Workforce Development/Workforce1 Career Center,8
36047150200,NA,NA
36047152200,Center,999
36047152200,Family,1267
36047152200,School,295
36047152200,Store,3573
36047152200,Workforce Development/HRA Job Center,14
36047152200,Workforce Development/Job Plus Site,4
36047152200,Workforce Development/Workforce1 Career Center,10
36047152200,NA,NA
36061000100,NA,0
36061000201,Center,1202
36061000201,Family,2200
36061000201,School,380
36061000201,Store,4174
36061000201,Workforce Development/HRA Job Center,18
36061000201,Workforce Development/Job Plus Site,9
36061000201,Workforce Development/Workforce1 Career Center,11
36061000201,NA,NA
36061000202,Center,972
36061000202,Family,1391
36061000202,School,328
36061000202,Store,3589
36061000202,Workforce Development/HRA Job Center,17
36061000202,Workforce Development/Job Plus Site,8
36061000202,Workforce Development/Workforce1 Career Center,10
36061000202,NA,NA
36061000500,NA,NA
36061000600,Center,1345
36061000600,Family,2927
36061000600,School,450
36061000600,Store,4629
36061000600,Workforce Development/HRA Job Center,19
36061000600,Workforce Development/Job Plus Site,8
36061000600,Workforce Development/Workforce1 Career Center,13
36061000600,NA,NA
36061000700,Center,1476
36061000700,Family,3482
36061000700,School,498
36061000700,Store,5106
36061000700,Workforce Development/HRA Job Center,20
36061000700,Workforce Development/Job Plus Site,9
36061000700,Workforce Development/Workforce1 Career Center,15
36061000700,NA,NA
36061000800,Center,1242
36061000800,Family,2549
36061000800,School,395
36061000800,Store,4433
36061000800,Workforce Development/HRA Job Center,18
36061000800,Workforce Development/Job Plus Site,9
36061000800,Workforce Development/Workforce1 Career Center,12
36061000800,NA,NA
36061000900,Center,1405
36061000900,Family,3086
36061000900,School,468
36061000900,Store,4935
36061000900,Workforce Development/HRA Job Center,19
36061000900,Workforce Development/Job Plus Site,9
36061000900,Workforce Development/Workforce1 Career Center,14
36061000900,NA,NA
36061001001,Center,859
36061001001,Family,1222
36061001001,School,292
36061001001,Store,3244
36061001001,Workforce Development/HRA Job Center,16
36061001001,Workforce Development/Job Plus Site,6
36061001001,Workforce Development/Workforce1 Career Center,10
36061001001,NA,NA
36061001002,Center,908
36061001002,Family,1543
36061001002,School,312
36061001002,Store,3408
36061001002,Workforce Development/HRA Job Center,18
36061001002,Workforce Development/Job Plus Site,7
36061001002,Workforce Development/Workforce1 Career Center,9
36061001002,NA,NA
36061001200,Center,1172
36061001200,Family,2118
36061001200,School,378
36061001200,Store,4120
36061001200,Workforce Development/HRA Job Center,18
36061001200,Workforce Development/Job Plus Site,9
36061001200,Workforce Development/Workforce1 Career Center,10
36061001200,NA,NA
36061001300,Center,1438
36061001300,Family,3407
36061001300,School,488
36061001300,Store,5076
36061001300,Workforce Development/HRA Job Center,22
36061001300,Workforce Development/Job Plus Site,9
36061001300,Workforce Development/Workforce1 Career Center,15
36061001300,NA,NA
36061001401,Center,1303
36061001401,Family,2603
36061001401,School,433
36061001401,Store,4398
36061001401,Workforce Development/HRA Job Center,18
36061001401,Workforce Development/Job Plus Site,8
36061001401,Workforce Development/Workforce1 Career Center,10
36061001401,NA,NA
36061001402,Center,1413
36061001402,Family,3077
36061001402,School,459
36061001402,Store,4644
36061001402,Workforce Development/HRA Job Center,19
36061001402,Workforce Development/Job Plus Site,9
36061001402,Workforce Development/Workforce1 Career Center,13
36061001402,NA,NA
36061001501,Center,1430
36061001501,Family,3408
36061001501,School,491
36061001501,Store,4907
36061001501,Workforce Development/HRA Job Center,21
36061001501,Workforce Development/Job Plus Site,9
36061001501,Workforce Development/Workforce1 Career Center,13
36061001501,NA,NA
36061001502,Center,1498
36061001502,Family,3594
36061001502,School,509
36061001502,Store,5062
36061001502,Workforce Development/HRA Job Center,21
36061001502,Workforce Development/Job Plus Site,10
36061001502,Workforce Development/Workforce1 Career Center,14
36061001502,NA,NA
36061001600,Center,1381
36061001600,Family,3077
36061001600,School,453
36061001600,Store,4762
36061001600,Workforce Development/HRA Job Center,20
36061001600,Workforce Development/Job Plus Site,9
36061001600,Workforce Development/Workforce1 Career Center,14
36061001600,NA,NA
36061001800,Center,1416
36061001800,Family,3158
36061001800,School,468
36061001800,Store,4768
36061001800,Workforce Development/HRA Job Center,20
36061001800,Workforce Development/Job Plus Site,8
36061001800,Workforce Development/Workforce1 Career Center,13
36061001800,NA,NA
36061002000,Center,846
36061002000,Family,1608
36061002000,School,316
36061002000,Store,3315
36061002000,Workforce Development/HRA Job Center,18
36061002000,Workforce Development/Job Plus Site,8
36061002000,Workforce Development/Workforce1 Career Center,9
36061002000,NA,NA
36061002100,Center,1528
36061002100,Family,3674
36061002100,School,521
36061002100,Store,5015
36061002100,Workforce Development/HRA Job Center,23
36061002100,Workforce Development/Job Plus Site,10
36061002100,Workforce Development/Workforce1 Career Center,17
36061002100,NA,NA
36061002201,Center,1149
36061002201,Family,2281
36061002201,School,377
36061002201,Store,4042
36061002201,Workforce Development/HRA Job Center,17
36061002201,Workforce Development/Job Plus Site,7
36061002201,Workforce Development/Workforce1 Career Center,10
36061002201,NA,NA
36061002202,Center,1079
36061002202,Family,2240
36061002202,School,373
36061002202,Store,3884
36061002202,Workforce Development/HRA Job Center,18
36061002202,Workforce Development/Job Plus Site,8
36061002202,Workforce Development/Workforce1 Career Center,11
36061002202,NA,NA
36061002400,Center,797
36061002400,Family,1862
36061002400,School,324
36061002400,Store,3367
36061002400,Workforce Development/HRA Job Center,18
36061002400,Workforce Development/Job Plus Site,8
36061002400,Workforce Development/Workforce1 Career Center,11
36061002400,NA,NA
36061002500,Center,1233
36061002500,Family,2766
36061002500,School,399
36061002500,Store,4410
36061002500,Workforce Development/HRA Job Center,18
36061002500,Workforce Development/Job Plus Site,9
36061002500,Workforce Development/Workforce1 Career Center,12
36061002500,NA,NA
36061002601,Center,1023
36061002601,Family,2158
36061002601,School,364
36061002601,Store,3827
36061002601,Workforce Development/HRA Job Center,18
36061002601,Workforce Development/Job Plus Site,8
36061002601,Workforce Development/Workforce1 Career Center,10
36061002601,NA,NA
36061002602,Center,1064
36061002602,Family,2141
36061002602,School,364
36061002602,Store,3901
36061002602,Workforce Development/HRA Job Center,18
36061002602,Workforce Development/Job Plus Site,8
36061002602,Workforce Development/Workforce1 Career Center,11
36061002602,NA,NA
36061002700,Center,1319
36061002700,Family,3040
36061002700,School,438
36061002700,Store,4654
36061002700,Workforce Development/HRA Job Center,19
36061002700,Workforce Development/Job Plus Site,9
36061002700,Workforce Development/Workforce1 Career Center,13
36061002700,NA,NA
36061002800,Center,1043
36061002800,Family,2671
36061002800,School,380
36061002800,Store,3937
36061002800,Workforce Development/HRA Job Center,18
36061002800,Workforce Development/Job Plus Site,8
36061002800,Workforce Development/Workforce1 Career Center,11
36061002800,NA,NA
36061002900,Center,1355
36061002900,Family,2995
36061002900,School,439
36061002900,Store,4712
36061002900,Workforce Development/HRA Job Center,19
36061002900,Workforce Development/Job Plus Site,9
36061002900,Workforce Development/Workforce1 Career Center,12
36061002900,NA,NA
36061003001,Center,1340
36061003001,Family,2907
36061003001,School,443
36061003001,Store,4578
36061003001,Workforce Development/HRA Job Center,18
36061003001,Workforce Development/Job Plus Site,8
36061003001,Workforce Development/Workforce1 Career Center,12
36061003001,NA,NA
36061003002,Center,1307
36061003002,Family,2888
36061003002,School,429
36061003002,Store,4476
36061003002,Workforce Development/HRA Job Center,18
36061003002,Workforce Development/Job Plus Site,9
36061003002,Workforce Development/Workforce1 Career Center,12
36061003002,NA,NA
36061003100,Center,1501
36061003100,Family,3564
36061003100,School,514
36061003100,Store,5096
36061003100,Workforce Development/HRA Job Center,24
36061003100,Workforce Development/Job Plus Site,9
36061003100,Workforce Development/Workforce1 Career Center,14
36061003100,NA,NA
36061003200,Center,1226
36061003200,Family,2958
36061003200,School,413
36061003200,Store,4242
36061003200,Workforce Development/HRA Job Center,19
36061003200,Workforce Development/Job Plus Site,8
36061003200,Workforce Development/Workforce1 Career Center,12
36061003200,NA,NA
36061003300,Center,1518
36061003300,Family,3453
36061003300,School,501
36061003300,Store,4920
36061003300,Workforce Development/HRA Job Center,23
36061003300,Workforce Development/Job Plus Site,8
36061003300,Workforce Development/Workforce1 Career Center,17
36061003300,NA,NA
36061003400,Center,1336
36061003400,Family,3471
36061003400,School,463
36061003400,Store,4530
36061003400,Workforce Development/HRA Job Center,20
36061003400,Workforce Development/Job Plus Site,8
36061003400,Workforce Development/Workforce1 Career Center,12
36061003400,NA,NA
36061003601,Center,1420
36061003601,Family,3119
36061003601,School,468
36061003601,Store,4754
36061003601,Workforce Development/HRA Job Center,22
36061003601,Workforce Development/Job Plus Site,9
36061003601,Workforce Development/Workforce1 Career Center,17
36061003601,NA,NA
36061003602,Center,1456
36061003602,Family,3479
36061003602,School,492
36061003602,Store,4882
36061003602,Workforce Development/HRA Job Center,24
36061003602,Workforce Development/Job Plus Site,9
36061003602,Workforce Development/Workforce1 Career Center,19
36061003602,NA,NA
36061003700,Center,1458
36061003700,Family,3346
36061003700,School,486
36061003700,Store,4691
36061003700,Workforce Development/HRA Job Center,22
36061003700,Workforce Development/Job Plus Site,10
36061003700,Workforce Development/Workforce1 Career Center,18
36061003700,NA,NA
36061003800,Center,1382
36061003800,Family,3418
36061003800,School,479
36061003800,Store,4745
36061003800,Workforce Development/HRA Job Center,21
36061003800,Workforce Development/Job Plus Site,9
36061003800,Workforce Development/Workforce1 Career Center,14
36061003800,NA,NA
36061003900,Center,1263
36061003900,Family,2854
36061003900,School,418
36061003900,Store,4383
36061003900,Workforce Development/HRA Job Center,19
36061003900,Workforce Development/Job Plus Site,8
36061003900,Workforce Development/Workforce1 Career Center,13
36061003900,NA,NA
36061004000,Center,1364
36061004000,Family,3621
36061004000,School,480
36061004000,Store,4707
36061004000,Workforce Development/HRA Job Center,25
36061004000,Workforce Development/Job Plus Site,8
36061004000,Workforce Development/Workforce1 Career Center,18
36061004000,NA,NA
36061004100,Center,1435
36061004100,Family,3334
36061004100,School,474
36061004100,Store,4918
36061004100,Workforce Development/HRA Job Center,23
36061004100,Workforce Development/Job Plus Site,9
36061004100,Workforce Development/Workforce1 Career Center,15
36061004100,NA,NA
36061004200,Center,1537
36061004200,Family,4029
36061004200,School,515
36061004200,Store,5039
36061004200,Workforce Development/HRA Job Center,23
36061004200,Workforce Development/Job Plus Site,9
36061004200,Workforce Development/Workforce1 Career Center,16
36061004200,NA,NA
36061004300,Center,1500
36061004300,Family,3738
36061004300,School,509
36061004300,Store,5015
36061004300,Workforce Development/HRA Job Center,25
36061004300,Workforce Development/Job Plus Site,9
36061004300,Workforce Development/Workforce1 Career Center,19
36061004300,NA,NA
36061004400,Center,1232
36061004400,Family,3234
36061004400,School,442
36061004400,Store,4326
36061004400,Workforce Development/HRA Job Center,20
36061004400,Workforce Development/Job Plus Site,8
36061004400,Workforce Development/Workforce1 Career Center,15
36061004400,NA,NA
36061004500,Center,1506
36061004500,Family,3707
36061004500,School,520
36061004500,Store,5102
36061004500,Workforce Development/HRA Job Center,23
36061004500,Workforce Development/Job Plus Site,9
36061004500,Workforce Development/Workforce1 Career Center,18
36061004500,NA,NA
36061004700,Center,1478
36061004700,Family,3346
36061004700,School,481
36061004700,Store,4830
36061004700,Workforce Development/HRA Job Center,23
36061004700,Workforce Development/Job Plus Site,9
36061004700,Workforce Development/Workforce1 Career Center,18
36061004700,NA,NA
36061004800,Center,1404
36061004800,Family,3642
36061004800,School,479
36061004800,Store,4787
36061004800,Workforce Development/HRA Job Center,23
36061004800,Workforce Development/Job Plus Site,8
36061004800,Workforce Development/Workforce1 Career Center,16
36061004800,NA,NA
36061004900,Center,1477
36061004900,Family,3352
36061004900,School,469
36061004900,Store,4820
36061004900,Workforce Development/HRA Job Center,20
36061004900,Workforce Development/Job Plus Site,8
36061004900,Workforce Development/Workforce1 Career Center,15
36061004900,NA,NA
36061005000,Center,1539
36061005000,Family,3984
36061005000,School,514
36061005000,Store,4973
36061005000,Workforce Development/HRA Job Center,25
36061005000,Workforce Development/Job Plus Site,10
36061005000,Workforce Development/Workforce1 Career Center,19
36061005000,NA,NA
36061005200,Center,1551
36061005200,Family,3916
36061005200,School,512
36061005200,Store,5009
36061005200,Workforce Development/HRA Job Center,25
36061005200,Workforce Development/Job Plus Site,10
36061005200,Workforce Development/Workforce1 Career Center,19
36061005200,NA,NA
36061005400,Center,1553
36061005400,Family,3754
36061005400,School,513
36061005400,Store,4881
36061005400,Workforce Development/HRA Job Center,25
36061005400,Workforce Development/Job Plus Site,9
36061005400,Workforce Development/Workforce1 Career Center,19
36061005400,NA,NA
36061005501,Center,1479
36061005501,Family,3655
36061005501,School,495
36061005501,Store,4993
36061005501,Workforce Development/HRA Job Center,24
36061005501,Workforce Development/Job Plus Site,10
36061005501,Workforce Development/Workforce1 Career Center,19
36061005501,NA,NA
36061005502,Center,1600
36061005502,Family,3918
36061005502,School,526
36061005502,Store,5182
36061005502,Workforce Development/HRA Job Center,25
36061005502,Workforce Development/Job Plus Site,10
36061005502,Workforce Development/Workforce1 Career Center,19
36061005502,NA,NA
36061005600,Center,1478
36061005600,Family,3807
36061005600,School,503
36061005600,Store,4835
36061005600,Workforce Development/HRA Job Center,25
36061005600,Workforce Development/Job Plus Site,10
36061005600,Workforce Development/Workforce1 Career Center,19
36061005600,NA,NA
36061005700,Center,1639
36061005700,Family,4066
36061005700,School,539
36061005700,Store,5193
36061005700,Workforce Development/HRA Job Center,26
36061005700,Workforce Development/Job Plus Site,9
36061005700,Workforce Development/Workforce1 Career Center,18
36061005700,NA,NA
36061005800,Center,1456
36061005800,Family,3569
36061005800,School,485
36061005800,Store,4637
36061005800,Workforce Development/HRA Job Center,25
36061005800,Workforce Development/Job Plus Site,9
36061005800,Workforce Development/Workforce1 Career Center,18
36061005800,NA,NA
36061005900,Center,1533
36061005900,Family,3809
36061005900,School,507
36061005900,Store,4962
36061005900,Workforce Development/HRA Job Center,25
36061005900,Workforce Development/Job Plus Site,9
36061005900,Workforce Development/Workforce1 Career Center,18
36061005900,NA,NA
36061006000,Center,980
36061006000,Family,2643
36061006000,School,364
36061006000,Store,3737
36061006000,Workforce Development/HRA Job Center,18
36061006000,Workforce Development/Job Plus Site,8
36061006000,Workforce Development/Workforce1 Career Center,12
36061006000,NA,NA
36061006100,Center,1455
36061006100,Family,3870
36061006100,School,497
36061006100,Store,4876
36061006100,Workforce Development/HRA Job Center,22
36061006100,Workforce Development/Job Plus Site,10
36061006100,Workforce Development/Workforce1 Career Center,17
36061006100,NA,NA
36061006200,Center,949
36061006200,Family,2680
36061006200,School,368
36061006200,Store,3486
36061006200,Workforce Development/HRA Job Center,18
36061006200,Workforce Development/Job Plus Site,8
36061006200,Workforce Development/Workforce1 Career Center,11
36061006200,NA,NA
36061006300,Center,1449
36061006300,Family,3569
36061006300,School,487
36061006300,Store,4788
36061006300,Workforce Development/HRA Job Center,25
36061006300,Workforce Development/Job Plus Site,10
36061006300,Workforce Development/Workforce1 Career Center,19
36061006300,NA,NA
36061006400,Center,1379
36061006400,Family,3675
36061006400,School,471
36061006400,Store,4510
36061006400,Workforce Development/HRA Job Center,24
36061006400,Workforce Development/Job Plus Site,9
36061006400,Workforce Development/Workforce1 Career Center,18
36061006400,NA,NA
36061006500,Center,1531
36061006500,Family,3554
36061006500,School,509
36061006500,Store,4894
36061006500,Workforce Development/HRA Job Center,22
36061006500,Workforce Development/Job Plus Site,8
36061006500,Workforce Development/Workforce1 Career Center,17
36061006500,NA,NA
36061006600,Center,1188
36061006600,Family,3385
36061006600,School,451
36061006600,Store,4153
36061006600,Workforce Development/HRA Job Center,24
36061006600,Workforce Development/Job Plus Site,9
36061006600,Workforce Development/Workforce1 Career Center,18
36061006600,NA,NA
36061006700,Center,1520
36061006700,Family,3485
36061006700,School,492
36061006700,Store,4780
36061006700,Workforce Development/HRA Job Center,23
36061006700,Workforce Development/Job Plus Site,9
36061006700,Workforce Development/Workforce1 Career Center,18
36061006700,NA,NA
36061006800,Center,1379
36061006800,Family,3742
36061006800,School,477
36061006800,Store,4642
36061006800,Workforce Development/HRA Job Center,25
36061006800,Workforce Development/Job Plus Site,9
36061006800,Workforce Development/Workforce1 Career Center,18
36061006800,NA,NA
36061006900,Center,1386
36061006900,Family,3044
36061006900,School,454
36061006900,Store,4467
36061006900,Workforce Development/HRA Job Center,22
36061006900,Workforce Development/Job Plus Site,8
36061006900,Workforce Development/Workforce1 Career Center,17
36061006900,NA,NA
36061007000,Center,1273
36061007000,Family,3557
36061007000,School,463
36061007000,Store,4277
36061007000,Workforce Development/HRA Job Center,25
36061007000,Workforce Development/Job Plus Site,9
36061007000,Workforce Development/Workforce1 Career Center,18
36061007000,NA,NA
36061007100,Center,1567
36061007100,Family,3821
36061007100,School,527
36061007100,Store,4986
36061007100,Workforce Development/HRA Job Center,24
36061007100,Workforce Development/Job Plus Site,9
36061007100,Workforce Development/Workforce1 Career Center,18
36061007100,NA,NA
36061007200,Center,1509
36061007200,Family,3996
36061007200,School,510
36061007200,Store,4803
36061007200,Workforce Development/HRA Job Center,25
36061007200,Workforce Development/Job Plus Site,9
36061007200,Workforce Development/Workforce1 Career Center,18
36061007200,NA,NA
36061007300,Center,1533
36061007300,Family,3683
36061007300,School,516
36061007300,Store,4884
36061007300,Workforce Development/HRA Job Center,22
36061007300,Workforce Development/Job Plus Site,9
36061007300,Workforce Development/Workforce1 Career Center,18
36061007300,NA,NA
36061007400,Center,1551
36061007400,Family,3951
36061007400,School,510
36061007400,Store,4903
36061007400,Workforce Development/HRA Job Center,25
36061007400,Workforce Development/Job Plus Site,9
36061007400,Workforce Development/Workforce1 Career Center,18
36061007400,NA,NA
36061007500,Center,1319
36061007500,Family,2959
36061007500,School,439
36061007500,Store,4381
36061007500,Workforce Development/HRA Job Center,21
36061007500,Workforce Development/Job Plus Site,9
36061007500,Workforce Development/Workforce1 Career Center,17
36061007500,NA,NA
36061007600,Center,1640
36061007600,Family,3944
36061007600,School,535
36061007600,Store,5062
36061007600,Workforce Development/HRA Job Center,25
36061007600,Workforce Development/Job Plus Site,9
36061007600,Workforce Development/Workforce1 Career Center,19
36061007600,NA,NA
36061007700,Center,1519
36061007700,Family,3782
36061007700,School,519
36061007700,Store,4789
36061007700,Workforce Development/HRA Job Center,24
36061007700,Workforce Development/Job Plus Site,10
36061007700,Workforce Development/Workforce1 Career Center,19
36061007700,NA,NA
36061007800,Center,1293
36061007800,Family,3598
36061007800,School,460
36061007800,Store,4232
36061007800,Workforce Development/HRA Job Center,23
36061007800,Workforce Development/Job Plus Site,9
36061007800,Workforce Development/Workforce1 Career Center,16
36061007800,NA,NA
36061007900,Center,1252
36061007900,Family,2987
36061007900,School,429
36061007900,Store,4251
36061007900,Workforce Development/HRA Job Center,23
36061007900,Workforce Development/Job Plus Site,9
36061007900,Workforce Development/Workforce1 Career Center,17
36061007900,NA,NA
36061008000,Center,1409
36061008000,Family,3832
36061008000,School,487
36061008000,Store,4549
36061008000,Workforce Development/HRA Job Center,25
36061008000,Workforce Development/Job Plus Site,9
36061008000,Workforce Development/Workforce1 Career Center,18
36061008000,NA,NA
36061008100,Center,1578
36061008100,Family,3882
36061008100,School,529
36061008100,Store,4901
36061008100,Workforce Development/HRA Job Center,24
36061008100,Workforce Development/Job Plus Site,10
36061008100,Workforce Development/Workforce1 Career Center,19
36061008100,NA,NA
36061008200,Center,1481
36061008200,Family,3893
36061008200,School,497
36061008200,Store,4796
36061008200,Workforce Development/HRA Job Center,25
36061008200,Workforce Development/Job Plus Site,8
36061008200,Workforce Development/Workforce1 Career Center,18
36061008200,NA,NA
36061008300,Center,1378
36061008300,Family,3489
36061008300,School,486
36061008300,Store,4356
36061008300,Workforce Development/HRA Job Center,22
36061008300,Workforce Development/Job Plus Site,10
36061008300,Workforce Development/Workforce1 Career Center,19
36061008300,NA,NA
36061008400,Center,1523
36061008400,Family,3781
36061008400,School,491
36061008400,Store,4790
36061008400,Workforce Development/HRA Job Center,25
36061008400,Workforce Development/Job Plus Site,8
36061008400,Workforce Development/Workforce1 Career Center,18
36061008400,NA,NA
36061008601,Center,1165
36061008601,Family,3250
36061008601,School,423
36061008601,Store,3911
36061008601,Workforce Development/HRA Job Center,22
36061008601,Workforce Development/Job Plus Site,9
36061008601,Workforce Development/Workforce1 Career Center,13
36061008601,NA,NA
36061008602,Center,850
36061008602,Family,2865
36061008602,School,358
36061008602,Store,3107
36061008602,Workforce Development/HRA Job Center,21
36061008602,Workforce Development/Job Plus Site,7
36061008602,Workforce Development/Workforce1 Career Center,14
36061008602,NA,NA
36061008603,Center,1085
36061008603,Family,3216
36061008603,School,426
36061008603,Store,3628
36061008603,Workforce Development/HRA Job Center,24
36061008603,Workforce Development/Job Plus Site,7
36061008603,Workforce Development/Workforce1 Career Center,18
36061008603,NA,NA
36061008700,Center,1512
36061008700,Family,3737
36061008700,School,511
36061008700,Store,4755
36061008700,Workforce Development/HRA Job Center,25
36061008700,Workforce Development/Job Plus Site,10
36061008700,Workforce Development/Workforce1 Career Center,19
36061008700,NA,NA
36061008800,Center,1282
36061008800,Family,3676
36061008800,School,467
36061008800,Store,4270
36061008800,Workforce Development/HRA Job Center,25
36061008800,Workforce Development/Job Plus Site,8
36061008800,Workforce Development/Workforce1 Career Center,18
36061008800,NA,NA
36061008900,Center,1186
36061008900,Family,3190
36061008900,School,436
36061008900,Store,3994
36061008900,Workforce Development/HRA Job Center,22
36061008900,Workforce Development/Job Plus Site,9
36061008900,Workforce Development/Workforce1 Career Center,18
36061008900,NA,NA
36061009000,Center,1237
36061009000,Family,3600
36061009000,School,456
36061009000,Store,4011
36061009000,Workforce Development/HRA Job Center,24
36061009000,Workforce Development/Job Plus Site,8
36061009000,Workforce Development/Workforce1 Career Center,17
36061009000,NA,NA
36061009100,Center,1582
36061009100,Family,3992
36061009100,School,532
36061009100,Store,4806
36061009100,Workforce Development/HRA Job Center,25
36061009100,Workforce Development/Job Plus Site,10
36061009100,Workforce Development/Workforce1 Career Center,19
36061009100,NA,NA
36061009200,Center,1421
36061009200,Family,3981
36061009200,School,503
36061009200,Store,4454
36061009200,Workforce Development/HRA Job Center,25
36061009200,Workforce Development/Job Plus Site,9
36061009200,Workforce Development/Workforce1 Career Center,18
36061009200,NA,NA
36061009300,Center,1310
36061009300,Family,3371
36061009300,School,466
36061009300,Store,4220
36061009300,Workforce Development/HRA Job Center,23
36061009300,Workforce Development/Job Plus Site,10
36061009300,Workforce Development/Workforce1 Career Center,19
36061009300,NA,NA
36061009400,Center,1478
36061009400,Family,3913
36061009400,School,506
36061009400,Store,4670
36061009400,Workforce Development/HRA Job Center,25
36061009400,Workforce Development/Job Plus Site,8
36061009400,Workforce Development/Workforce1 Career Center,18
36061009400,NA,NA
36061009500,Center,1501
36061009500,Family,3845
36061009500,School,506
36061009500,Store,4599
36061009500,Workforce Development/HRA Job Center,25
36061009500,Workforce Development/Job Plus Site,9
36061009500,Workforce Development/Workforce1 Career Center,18
36061009500,NA,NA
36061009600,Center,1557
36061009600,Family,3910
36061009600,School,515
36061009600,Store,4862
36061009600,Workforce Development/HRA Job Center,25
36061009600,Workforce Development/Job Plus Site,8
36061009600,Workforce Development/Workforce1 Career Center,18
36061009600,NA,NA
36061009700,Center,1254
36061009700,Family,3185
36061009700,School,448
36061009700,Store,4020
36061009700,Workforce Development/HRA Job Center,25
36061009700,Workforce Development/Job Plus Site,8
36061009700,Workforce Development/Workforce1 Career Center,18
36061009700,NA,NA
36061009800,Center,1426
36061009800,Family,3794
36061009800,School,492
36061009800,Store,4439
36061009800,Workforce Development/HRA Job Center,25
36061009800,Workforce Development/Job Plus Site,8
36061009800,Workforce Development/Workforce1 Career Center,17
36061009800,NA,NA
36061009900,Center,1187
36061009900,Family,2908
36061009900,School,408
36061009900,Store,3887
36061009900,Workforce Development/HRA Job Center,22
36061009900,Workforce Development/Job Plus Site,8
36061009900,Workforce Development/Workforce1 Career Center,17
36061009900,NA,NA
36061010000,Center,1433
36061010000,Family,3953
36061010000,School,507
36061010000,Store,4477
36061010000,Workforce Development/HRA Job Center,25
36061010000,Workforce Development/Job Plus Site,8
36061010000,Workforce Development/Workforce1 Career Center,18
36061010000,NA,NA
36061010100,Center,1693
36061010100,Family,4137
36061010100,School,555
36061010100,Store,5020
36061010100,Workforce Development/HRA Job Center,25
36061010100,Workforce Development/Job Plus Site,9
36061010100,Workforce Development/Workforce1 Career Center,18
36061010100,NA,NA
36061010200,Center,1500
36061010200,Family,3992
36061010200,School,516
36061010200,Store,4624
36061010200,Workforce Development/HRA Job Center,25
36061010200,Workforce Development/Job Plus Site,9
36061010200,Workforce Development/Workforce1 Career Center,17
36061010200,NA,NA
36061010300,Center,1335
36061010300,Family,3423
36061010300,School,472
36061010300,Store,4194
36061010300,Workforce Development/HRA Job Center,25
36061010300,Workforce Development/Job Plus Site,7
36061010300,Workforce Development/Workforce1 Career Center,18
36061010300,NA,NA
36061010400,Center,1510
36061010400,Family,3963
36061010400,School,518
36061010400,Store,4663
36061010400,Workforce Development/HRA Job Center,25
36061010400,Workforce Development/Job Plus Site,9
36061010400,Workforce Development/Workforce1 Career Center,17
36061010400,NA,NA
36061010601,Center,956
36061010601,Family,2982
36061010601,School,391
36061010601,Store,3160
36061010601,Workforce Development/HRA Job Center,24
36061010601,Workforce Development/Job Plus Site,7
36061010601,Workforce Development/Workforce1 Career Center,16
36061010601,NA,NA
36061010602,Center,1062
36061010602,Family,3277
36061010602,School,424
36061010602,Store,3561
36061010602,Workforce Development/HRA Job Center,24
36061010602,Workforce Development/Job Plus Site,7
36061010602,Workforce Development/Workforce1 Career Center,16
36061010602,NA,NA
36061010800,Center,1322
36061010800,Family,3721
36061010800,School,480
36061010800,Store,4170
36061010800,Workforce Development/HRA Job Center,25
36061010800,Workforce Development/Job Plus Site,8
36061010800,Workforce Development/Workforce1 Career Center,17
36061010800,NA,NA
36061010900,Center,1580
36061010900,Family,3977
36061010900,School,521
36061010900,Store,4911
36061010900,Workforce Development/HRA Job Center,25
36061010900,Workforce Development/Job Plus Site,8
36061010900,Workforce Development/Workforce1 Career Center,18
36061010900,NA,NA
36061011000,Center,1325
36061011000,Family,3731
36061011000,School,486
36061011000,Store,4227
36061011000,Workforce Development/HRA Job Center,25
36061011000,Workforce Development/Job Plus Site,8
36061011000,Workforce Development/Workforce1 Career Center,17
36061011000,NA,NA
36061011100,Center,1063
36061011100,Family,2843
36061011100,School,399
36061011100,Store,3730
36061011100,Workforce Development/HRA Job Center,21
36061011100,Workforce Development/Job Plus Site,6
36061011100,Workforce Development/Workforce1 Career Center,14
36061011100,NA,NA
36061011201,Center,1312
36061011201,Family,3706
36061011201,School,491
36061011201,Store,4257
36061011201,Workforce Development/HRA Job Center,25
36061011201,Workforce Development/Job Plus Site,9
36061011201,Workforce Development/Workforce1 Career Center,17
36061011201,NA,NA
36061011202,Center,1437
36061011202,Family,3910
36061011202,School,507
36061011202,Store,4451
36061011202,Workforce Development/HRA Job Center,25
36061011202,Workforce Development/Job Plus Site,8
36061011202,Workforce Development/Workforce1 Career Center,18
36061011202,NA,NA
36061011203,Center,1485
36061011203,Family,4093
36061011203,School,527
36061011203,Store,4535
36061011203,Workforce Development/HRA Job Center,25
36061011203,Workforce Development/Job Plus Site,9
36061011203,Workforce Development/Workforce1 Career Center,18
36061011203,NA,NA
36061011300,Center,1637
36061011300,Family,3972
36061011300,School,532
36061011300,Store,5012
36061011300,Workforce Development/HRA Job Center,25
36061011300,Workforce Development/Job Plus Site,10
36061011300,Workforce Development/Workforce1 Career Center,19
36061011300,NA,NA
36061011401,Center,1422
