GEOID,category,weighted_score
36081058700,Center,759
36081058700,Family,1346
36081058700,School,295
36081058700,Store,2261
36081058700,Workforce Development/HRA Job Center,15
36081058700,Workforce Development/Job Plus Site,4
36081058700,Workforce Development/Workforce1 Career Center,9
36081058700,NA,NA
36081058900,Center,807
36081058900,Family,1364
36081058900,School,297
36081058900,Store,2368
36081058900,Workforce Development/HRA Job Center,16
36081058900,Workforce Development/Job Plus Site,4
36081058900,Workforce Development/Workforce1 Career Center,9
36081058900,NA,NA
36081059000,Center,321
36081059000,Family,523
36081059000,School,100
36081059000,Store,214
36081059000,Workforce Development/HRA Job Center,2
36081059000,Workforce Development/Workforce1 Career Center,3
36081059000,NA,NA
36081059100,Center,661
36081059100,Family,1191
36081059100,School,263
36081059100,Store,2127
36081059100,Workforce Development/HRA Job Center,13
36081059100,Workforce Development/Job Plus Site,4
36081059100,Workforce Development/Workforce1 Career Center,6
36081059100,NA,NA
36081059200,Center,306
36081059200,Family,514
36081059200,School,97
36081059200,Store,201
36081059200,Workforce Development/HRA Job Center,2
36081059200,Workforce Development/Workforce1 Career Center,2
36081059200,NA,NA
36081059300,Center,671
36081059300,Family,1209
36081059300,School,258
36081059300,Store,1967
36081059300,Workforce Development/HRA Job Center,13
36081059300,Workforce Development/Job Plus Site,4
36081059300,Workforce Development/Workforce1 Career Center,8
36081059300,NA,NA
36081059400,Center,243
36081059400,Family,405
36081059400,School,75
36081059400,Store,101
36081059400,Workforce Development/HRA Job Center,2
36081059400,Workforce Development/Workforce1 Career Center,2
36081059400,NA,NA
36081059500,Center,696
36081059500,Family,1239
36081059500,School,282
36081059500,Store,2278
36081059500,Workforce Development/HRA Job Center,13
36081059500,Workforce Development/Job Plus Site,4
36081059500,Workforce Development/Workforce1 Career Center,6
36081059500,NA,NA
36081059600,Center,266
36081059600,Family,453
36081059600,School,83
36081059600,Store,99
36081059600,Workforce Development/HRA Job Center,2
36081059600,Workforce Development/Workforce1 Career Center,2
36081059600,NA,NA
36081059800,Center,271
36081059800,Family,454
36081059800,School,86
36081059800,Store,98
36081059800,Workforce Development/HRA Job Center,2
36081059800,Workforce Development/Workforce1 Career Center,2
36081059800,NA,NA
36081059900,Center,682
36081059900,Family,1188
36081059900,School,262
36081059900,Store,1860
36081059900,Workforce Development/HRA Job Center,14
36081059900,Workforce Development/Job Plus Site,4
36081059900,Workforce Development/Workforce1 Career Center,11
36081059900,NA,NA
36081060000,Center,231
36081060000,Family,419
36081060000,School,77
36081060000,Store,75
36081060000,Workforce Development/HRA Job Center,2
36081060000,Workforce Development/Workforce1 Career Center,2
36081060000,NA,NA
36081060100,Center,673
36081060100,Family,1174
36081060100,School,263
36081060100,Store,1905
36081060100,Workforce Development/HRA Job Center,11
36081060100,Workforce Development/Job Plus Site,4
36081060100,Workforce Development/Workforce1 Career Center,8
36081060100,NA,NA
36081060300,Center,644
36081060300,Family,1128
36081060300,School,249
36081060300,Store,1754
36081060300,Workforce Development/HRA Job Center,13
36081060300,Workforce Development/Job Plus Site,4
36081060300,Workforce Development/Workforce1 Career Center,8
36081060300,NA,NA
36081060600,Center,238
36081060600,Family,437
36081060600,School,77
36081060600,Store,92
36081060600,Workforce Development/HRA Job Center,2
36081060600,Workforce Development/Workforce1 Career Center,2
36081060600,NA,NA
36081060701,Center,545
36081060701,Family,939
36081060701,School,212
36081060701,Store,1440
36081060701,Workforce Development/HRA Job Center,12
36081060701,Workforce Development/Job Plus Site,3
36081060701,Workforce Development/Workforce1 Career Center,6
36081060701,NA,NA
36081060800,Center,282
36081060800,Family,481
36081060800,School,86
36081060800,Store,149
36081060800,Workforce Development/HRA Job Center,2
36081060800,Workforce Development/Workforce1 Career Center,2
36081060800,NA,NA
36081061000,Center,344
36081061000,Family,656
36081061000,School,118
36081061000,Store,282
36081061000,Workforce Development/HRA Job Center,4
36081061000,Workforce Development/Workforce1 Career Center,2
36081061000,NA,NA
36081061200,Center,285
36081061200,Family,522
36081061200,School,89
36081061200,Store,159
36081061200,Workforce Development/HRA Job Center,2
36081061200,Workforce Development/Workforce1 Career Center,2
36081061200,NA,NA
36081061301,Center,645
36081061301,Family,1196
36081061301,School,257
36081061301,Store,1907
36081061301,Workforce Development/HRA Job Center,15
36081061301,Workforce Development/Job Plus Site,4
36081061301,Workforce Development/Workforce1 Career Center,8
36081061301,NA,NA
36081061302,Center,305
36081061302,Family,616
36081061302,School,121
36081061302,Store,590
36081061302,Workforce Development/HRA Job Center,2
36081061302,Workforce Development/Job Plus Site,2
36081061302,Workforce Development/Workforce1 Career Center,1
36081061302,NA,NA
36081061400,Center,252
36081061400,Family,486
36081061400,School,79
36081061400,Store,117
36081061400,Workforce Development/HRA Job Center,2
36081061400,Workforce Development/Workforce1 Career Center,2
36081061400,NA,NA
36081061601,Center,185
36081061601,Family,355
36081061601,School,66
36081061601,Store,46
36081061601,Workforce Development/HRA Job Center,2
36081061601,Workforce Development/Workforce1 Career Center,2
36081061601,NA,NA
36081061602,Center,178
36081061602,Family,349
36081061602,School,58
36081061602,Store,51
36081061602,Workforce Development/HRA Job Center,2
36081061602,Workforce Development/Workforce1 Career Center,2
36081061602,NA,NA
36081061800,Center,248
36081061800,Family,446
36081061800,School,78
36081061800,Store,201
36081061800,Workforce Development/HRA Job Center,4
36081061800,Workforce Development/Workforce1 Career Center,2
36081061800,NA,NA
36081061900,Center,622
36081061900,Family,1074
36081061900,School,236
36081061900,Store,1504
36081061900,Workforce Development/HRA Job Center,14
36081061900,Workforce Development/Job Plus Site,4
36081061900,Workforce Development/Workforce1 Career Center,10
36081061900,NA,NA
36081062000,Center,174
36081062000,Family,344
36081062000,School,51
36081062000,Store,36
36081062000,Workforce Development/HRA Job Center,2
36081062000,Workforce Development/Workforce1 Career Center,2
36081062000,NA,NA
36081062100,Center,604
36081062100,Family,1041
36081062100,School,235
36081062100,Store,1292
36081062100,Workforce Development/HRA Job Center,8
36081062100,Workforce Development/Job Plus Site,3
36081062100,Workforce Development/Workforce1 Career Center,11
36081062100,NA,NA
36081062200,Center,239
36081062200,Family,437
36081062200,School,76
36081062200,Store,86
36081062200,Workforce Development/HRA Job Center,2
36081062200,Workforce Development/Workforce1 Career Center,2
36081062200,NA,NA
36081062300,Center,599
36081062300,Family,1120
36081062300,School,222
36081062300,Store,1426
36081062300,Workforce Development/HRA Job Center,9
36081062300,Workforce Development/Job Plus Site,4
36081062300,Workforce Development/Workforce1 Career Center,8
36081062300,NA,NA
36081062400,Center,177
36081062400,Family,336
36081062400,School,58
36081062400,Store,48
36081062400,Workforce Development/HRA Job Center,2
36081062400,Workforce Development/Workforce1 Career Center,2
36081062400,NA,NA
36081062500,Center,630
36081062500,Family,1182
36081062500,School,226
36081062500,Store,1493
36081062500,Workforce Development/HRA Job Center,8
36081062500,Workforce Development/Job Plus Site,4
36081062500,Workforce Development/Workforce1 Career Center,5
36081062500,NA,NA
36081062600,Center,273
36081062600,Family,494
36081062600,School,82
36081062600,Store,128
36081062600,Workforce Development/HRA Job Center,2
36081062600,Workforce Development/Workforce1 Career Center,2
36081062600,NA,NA
36081062700,Center,649
36081062700,Family,1213
36081062700,School,238
36081062700,Store,1657
36081062700,Workforce Development/HRA Job Center,10
36081062700,Workforce Development/Job Plus Site,4
36081062700,Workforce Development/Workforce1 Career Center,5
36081062700,NA,NA
36081062900,Center,667
36081062900,Family,1262
36081062900,School,240
36081062900,Store,1678
36081062900,Workforce Development/HRA Job Center,9
36081062900,Workforce Development/Job Plus Site,4
36081062900,Workforce Development/Workforce1 Career Center,6
36081062900,NA,NA
36081063000,Center,252
36081063000,Family,462
36081063000,School,78
36081063000,Store,213
36081063000,Workforce Development/HRA Job Center,4
36081063000,Workforce Development/Workforce1 Career Center,2
36081063000,NA,NA
36081063200,Center,299
36081063200,Family,553
36081063200,School,87
36081063200,Store,299
36081063200,Workforce Development/HRA Job Center,4
36081063200,Workforce Development/Workforce1 Career Center,2
36081063200,NA,NA
36081063301,Center,579
36081063301,Family,1025
36081063301,School,213
36081063301,Store,1218
36081063301,Workforce Development/HRA Job Center,11
36081063301,Workforce Development/Job Plus Site,3
36081063301,Workforce Development/Workforce1 Career Center,7
36081063301,NA,NA
36081063302,Center,621
36081063302,Family,1108
36081063302,School,229
36081063302,Store,1442
36081063302,Workforce Development/HRA Job Center,13
36081063302,Workforce Development/Job Plus Site,3
36081063302,Workforce Development/Workforce1 Career Center,9
36081063302,NA,NA
36081063500,Center,595
36081063500,Family,1065
36081063500,School,223
36081063500,Store,1245
36081063500,Workforce Development/HRA Job Center,11
36081063500,Workforce Development/Job Plus Site,3
36081063500,Workforce Development/Workforce1 Career Center,10
36081063500,NA,NA
36081063700,Center,640
36081063700,Family,1090
36081063700,School,248
36081063700,Store,1583
36081063700,Workforce Development/HRA Job Center,13
36081063700,Workforce Development/Job Plus Site,4
36081063700,Workforce Development/Workforce1 Career Center,10
36081063700,NA,NA
36081063800,Center,567
36081063800,Family,1152
36081063800,School,189
36081063800,Store,1051
36081063800,Workforce Development/HRA Job Center,9
36081063800,Workforce Development/Job Plus Site,2
36081063800,Workforce Development/Workforce1 Career Center,7
36081063800,NA,NA
36081063900,Center,958
36081063900,Family,1671
36081063900,School,350
36081063900,Store,2325
36081063900,Workforce Development/HRA Job Center,15
36081063900,Workforce Development/Job Plus Site,4
36081063900,Workforce Development/Workforce1 Career Center,12
36081063900,NA,NA
36081064101,Center,911
36081064101,Family,1627
36081064101,School,326
36081064101,Store,2083
36081064101,Workforce Development/HRA Job Center,16
36081064101,Workforce Development/Job Plus Site,4
36081064101,Workforce Development/Workforce1 Career Center,11
36081064101,NA,NA
36081064102,Center,940
36081064102,Family,1623
36081064102,School,336
36081064102,Store,2205
36081064102,Workforce Development/HRA Job Center,15
36081064102,Workforce Development/Job Plus Site,4
36081064102,Workforce Development/Workforce1 Career Center,11
36081064102,NA,NA
36081064500,Center,657
36081064500,Family,1147
36081064500,School,247
36081064500,Store,1458
36081064500,Workforce Development/HRA Job Center,13
36081064500,Workforce Development/Job Plus Site,4
36081064500,Workforce Development/Workforce1 Career Center,10
36081064500,NA,NA
36081064600,Center,426
36081064600,Family,830
36081064600,School,132
36081064600,Store,524
36081064600,Workforce Development/HRA Job Center,6
36081064600,Workforce Development/Job Plus Site,2
36081064600,Workforce Development/Workforce1 Career Center,6
36081064600,NA,NA
36081065000,Center,578
36081065000,Family,1184
36081065000,School,200
36081065000,Store,1146
36081065000,Workforce Development/HRA Job Center,9
36081065000,Workforce Development/Job Plus Site,2
36081065000,Workforce Development/Workforce1 Career Center,6
36081065000,NA,NA
36081065400,Center,573
36081065400,Family,1153
36081065400,School,190
36081065400,Store,1051
36081065400,Workforce Development/HRA Job Center,9
36081065400,Workforce Development/Job Plus Site,2
36081065400,Workforce Development/Workforce1 Career Center,6
36081065400,NA,NA
36081065501,Center,653
36081065501,Family,1133
36081065501,School,251
36081065501,Store,1531
36081065501,Workforce Development/HRA Job Center,12
36081065501,Workforce Development/Job Plus Site,3
36081065501,Workforce Development/Workforce1 Career Center,10
36081065501,NA,NA
36081065600,Center,477
36081065600,Family,948
36081065600,School,153
36081065600,Store,661
36081065600,Workforce Development/HRA Job Center,6
36081065600,Workforce Development/Job Plus Site,2
36081065600,Workforce Development/Workforce1 Career Center,6
36081065600,NA,NA
36081065702,Center,711
36081065702,Family,1230
36081065702,School,272
36081065702,Store,1834
36081065702,Workforce Development/HRA Job Center,14
36081065702,Workforce Development/Job Plus Site,4
36081065702,Workforce Development/Workforce1 Career Center,10
36081065702,NA,NA
36081065703,Center,643
36081065703,Family,1038
36081065703,School,254
36081065703,Store,1476
